lead_id,created_date,source,community_interest,zone,property_type_interest,budget_range,nationality,lead_score,stage,response_time_hours,total_interactions,ai_assisted,assigned_agent,conversion_value_sar,last_activity_date,follow_up_scheduled
LEAD-000179,2025-09-11,Exhibition,Marafy,South,Duplex,3M-5M,Jordanian,78,Lost,20.7,13,True,Agent C,0.0,2025-11-02,False
LEAD-000180,2024-12-08,Exhibition,Al Bayan,South,Villa,5M-10M,Saudi,91,Won,1.2,14,True,Agent D,8400723.0,2025-02-28,False
LEAD-000181,2025-01-12,Social Media,Al Jawharah,East,Duplex,3M-5M,Indian,73,New,12.1,1,False,Agent A,0.0,2025-12-25,False
LEAD-000182,2024-03-24,Walk-in,Al Yasmin,Central,Duplex,500K-1M,Egyptian,31,Qualified,1.7,3,True,Agent E,0.0,2025-12-18,True
LEAD-000183,2024-08-10,Referral,Marafy,South,Apartment,3M-5M,Indian,100,Negotiation,4.4,7,False,Agent D,0.0,2025-12-20,False
LEAD-000184,2025-03-26,Referral,Al Fursan,West,Duplex,2M-3M,Saudi,28,Site Visit,14.7,9,False,Agent B,0.0,2025-12-24,True
LEAD-000185,2024-01-07,Website,Marafy,South,Apartment,5M-10M,Saudi,13,New,5.9,1,False,Agent C,0.0,2025-12-31,True
LEAD-000186,2025-07-29,Walk-in,Warefa,North,Penthouse,2M-3M,Jordanian,65,Contacted,0.2,3,True,Agent C,0.0,2025-12-21,True
LEAD-000187,2024-09-18,Exhibition,Al Yasmin,Central,Villa,5M-10M,Saudi,68,Won,11.1,13,False,Agent A,6573454.0,2024-11-22,False
LEAD-000188,2025-03-06,Website,Sedra,North,Townhouse,1M-2M,Egyptian,53,Site Visit,17.2,4,False,Agent C,0.0,2025-12-29,True
LEAD-000189,2025-02-19,Exhibition,Al Rimal,East,Villa,1M-2M,Saudi,61,Site Visit,10.4,7,True,Agent C,0.0,2025-12-19,True
LEAD-000190,2024-05-18,Website,Sedra,North,Apartment,1M-2M,Saudi,46,Negotiation,1.9,11,False,Agent E,0.0,2025-12-28,False
LEAD-000191,2024-03-04,Referral,Warefa,North,Apartment,2M-3M,American,71,Contacted,19.0,2,True,Agent F,0.0,2025-12-22,False
LEAD-000192,2025-06-12,Partner Agency,Al Rimal,East,Duplex,2M-3M,American,14,Contacted,2.7,5,False,Agent C,0.0,2025-12-21,False
LEAD-000193,2025-05-13,Referral,Alarous,North,Penthouse,2M-3M,UAE,95,Won,7.8,16,False,Agent D,2127376.0,2025-08-08,False
LEAD-000194,2024-05-26,Social Media,Alarous,North,Townhouse,2M-3M,Jordanian,89,Won,14.2,12,True,Agent F,2608353.0,2024-11-17,False
LEAD-000195,2025-10-25,Exhibition,Al Jawharah,East,Apartment,10M+,Saudi,94,Qualified,0.5,2,False,Agent D,0.0,2025-12-23,False
LEAD-000196,2025-11-06,Exhibition,Marafy,South,Townhouse,3M-5M,Saudi,69,Negotiation,10.3,5,False,Agent E,0.0,2025-12-19,True
LEAD-000197,2024-12-23,Social Media,Marafy,South,Villa,3M-5M,Saudi,26,Negotiation,13.2,8,True,Agent B,0.0,2025-12-25,True
LEAD-000198,2024-08-02,Partner Agency,Al Bayan,South,Duplex,1M-2M,Egyptian,62,Lost,11.1,12,True,Agent A,0.0,2024-09-02,False
LEAD-000199,2025-12-26,Website,Al Bayan,South,Townhouse,2M-3M,Jordanian,37,Contacted,3.3,3,False,Agent D,0.0,2025-12-27,False
LEAD-000200,2024-01-22,Referral,Al Nargis,Central,Villa,3M-5M,Saudi,28,Contacted,11.9,2,True,Agent D,0.0,2025-12-31,True
LEAD-000201,2024-08-28,Referral,Al Rimal,East,Apartment,2M-3M,American,45,Qualified,33.9,9,True,Agent D,0.0,2025-12-21,False
LEAD-000202,2025-09-10,Social Media,Dar Al Salam,West,Penthouse,2M-3M,Filipino,47,Qualified,33.0,6,False,Agent A,0.0,2025-12-22,True
LEAD-000203,2025-12-29,Exhibition,Al Rimal,East,Villa,1M-2M,American,48,New,13.5,1,False,Agent A,0.0,2025-12-31,True
LEAD-000204,2025-12-23,Walk-in,Al Rimal,East,Villa,2M-3M,UAE,63,New,2.0,3,False,Agent A,0.0,2025-12-28,False
LEAD-000205,2024-01-13,Social Media,Al Nargis,Central,Penthouse,1M-2M,Indian,70,Qualified,13.6,4,True,Agent B,0.0,2025-12-23,True
LEAD-000206,2024-09-19,Website,Alarous,North,Townhouse,2M-3M,UAE,31,Lost,4.1,16,True,Agent A,0.0,2024-11-13,False
LEAD-000207,2024-04-27,Exhibition,Al Yasmin,Central,Villa,3M-5M,Saudi,29,New,1.6,1,True,Agent A,0.0,2025-12-29,True
LEAD-000208,2024-01-17,Partner Agency,Al Nargis,Central,Villa,2M-3M,Other,90,Negotiation,17.8,9,False,Agent D,0.0,2025-12-22,False
LEAD-000209,2025-05-16,Website,Dar Al Salam,West,Townhouse,1M-2M,Saudi,12,Qualified,16.1,3,True,Agent A,0.0,2025-12-18,True
LEAD-000210,2025-12-20,Social Media,Al Nargis,Central,Townhouse,5M-10M,Indian,85,Contacted,4.1,3,True,Agent C,0.0,2025-12-28,False
LEAD-000211,2025-05-03,Partner Agency,Warefa,North,Townhouse,3M-5M,Egyptian,50,Lost,0.9,15,True,Agent C,0.0,2025-08-07,False
LEAD-000212,2025-05-06,Walk-in,Al Jawharah,East,Apartment,3M-5M,Jordanian,71,Negotiation,1.0,8,False,Agent C,0.0,2025-12-31,True
LEAD-000213,2025-07-17,Social Media,Al Ahlam,Central,Townhouse,5M-10M,Indian,38,Lost,9.1,14,True,Agent E,0.0,2025-11-22,False
LEAD-000214,2024-10-03,Email Campaign,Al Ahlam,Central,Villa,3M-5M,Egyptian,5,New,2.2,4,True,Agent D,0.0,2025-12-19,True
LEAD-000215,2024-06-09,Website,Dar Al Salam,West,Apartment,5M-10M,Saudi,28,Qualified,10.8,5,True,Agent F,0.0,2025-12-30,False
LEAD-000216,2024-09-16,Call Center,Dar Al Salam,West,Townhouse,3M-5M,UAE,70,Proposal Sent,0.7,10,True,Agent C,0.0,2025-12-25,False
LEAD-000217,2025-08-18,Referral,Al Ahlam,Central,Penthouse,2M-3M,British,54,Site Visit,19.6,9,True,Agent B,0.0,2025-12-20,True
LEAD-000218,2025-07-20,Exhibition,Dar Al Salam,West,Villa,1M-2M,UAE,100,Proposal Sent,12.1,8,True,Agent F,0.0,2025-12-29,True
LEAD-000219,2024-12-24,Referral,Sedra,North,Apartment,1M-2M,Jordanian,92,Negotiation,2.6,6,False,Agent D,0.0,2025-12-25,True
LEAD-000220,2025-12-15,Exhibition,Al Yasmin,Central,Villa,1M-2M,American,29,Site Visit,8.7,10,False,Agent C,0.0,2025-12-19,True
LEAD-000221,2024-10-29,Partner Agency,Al Rimal,East,Penthouse,2M-3M,Pakistani,42,Contacted,10.7,1,True,Agent C,0.0,2025-12-25,True
LEAD-000222,2025-05-08,Website,Al Nargis,Central,Villa,5M-10M,Egyptian,46,Won,8.7,15,True,Agent E,7010563.0,2025-06-06,False
LEAD-000223,2025-08-03,Social Media,Al Yasmin,Central,Apartment,500K-1M,UAE,36,Lost,3.1,15,True,Agent E,0.0,2025-08-12,False
LEAD-000224,2025-01-18,Website,Al Nargis,Central,Duplex,1M-2M,Indian,63,Site Visit,4.3,7,True,Agent A,0.0,2025-12-21,True
LEAD-000225,2024-07-03,Social Media,Dar Al Salam,West,Duplex,2M-3M,Saudi,55,Contacted,5.7,6,True,Agent B,0.0,2025-12-22,True
LEAD-000226,2024-06-10,Exhibition,Al Jawharah,East,Villa,2M-3M,Egyptian,69,Negotiation,1.7,8,True,Agent A,0.0,2025-12-31,False
LEAD-000227,2025-07-16,Social Media,Al Jawharah,East,Townhouse,1M-2M,Saudi,41,New,0.6,2,True,Agent F,0.0,2025-12-26,True
LEAD-000228,2024-09-01,Call Center,Sedra,North,Apartment,2M-3M,Other,5,Contacted,3.1,2,False,Agent B,0.0,2025-12-31,True
LEAD-000229,2025-02-22,Website,Al Rimal,East,Apartment,3M-5M,Saudi,51,Negotiation,9.2,14,True,Agent E,0.0,2025-12-31,True
LEAD-000230,2024-12-01,Call Center,Alarous,North,Duplex,1M-2M,American,61,Negotiation,0.8,11,False,Agent A,0.0,2025-12-27,True
LEAD-000231,2024-07-24,Walk-in,Alarous,North,Penthouse,10M+,Jordanian,61,Qualified,0.1,4,True,Agent E,0.0,2025-12-21,True
LEAD-000232,2024-04-06,Social Media,Al Fursan,West,Townhouse,500K-1M,Pakistani,39,Negotiation,4.8,5,True,Agent D,0.0,2025-12-31,True
LEAD-000233,2025-11-24,Exhibition,Al Bayan,South,Villa,2M-3M,Pakistani,54,Contacted,6.8,1,False,Agent B,0.0,2025-12-18,True
LEAD-000234,2024-01-17,Website,Al Rimal,East,Villa,2M-3M,Pakistani,37,Qualified,6.1,8,True,Agent B,0.0,2025-12-30,True
LEAD-000235,2024-07-26,Walk-in,Marafy,South,Apartment,10M+,Jordanian,73,Contacted,1.8,3,True,Agent B,0.0,2025-12-18,True
LEAD-000236,2024-05-13,Social Media,Al Rimal,East,Townhouse,3M-5M,Jordanian,17,New,2.3,1,True,Agent A,0.0,2025-12-22,True
LEAD-000237,2024-11-10,Exhibition,Al Yasmin,Central,Villa,2M-3M,Indian,42,New,10.5,4,True,Agent D,0.0,2025-12-29,False
LEAD-000238,2025-02-23,Exhibition,Al Rimal,East,Apartment,1M-2M,Indian,93,Negotiation,26.5,8,True,Agent A,0.0,2025-12-20,False
LEAD-000239,2025-10-05,Social Media,Al Jawharah,East,Townhouse,10M+,Saudi,99,Won,2.7,14,False,Agent E,16698615.0,2025-12-02,False
LEAD-000240,2024-02-16,Website,Sedra,North,Villa,1M-2M,Saudi,48,Negotiation,11.2,7,False,Agent B,0.0,2025-12-18,False
LEAD-000241,2025-10-11,Partner Agency,Alarous,North,Townhouse,1M-2M,Pakistani,56,Qualified,52.7,1,True,Agent F,0.0,2025-12-22,True
LEAD-000242,2025-05-23,Referral,Al Jawharah,East,Townhouse,5M-10M,Filipino,66,Won,12.2,15,False,Agent D,7578807.0,2025-09-13,False
LEAD-000243,2025-07-02,Exhibition,Warefa,North,Penthouse,1M-2M,UAE,46,Qualified,31.4,5,True,Agent C,0.0,2025-12-18,True
LEAD-000244,2024-04-30,Social Media,Al Ahlam,Central,Villa,2M-3M,Pakistani,66,Site Visit,19.7,8,True,Agent D,0.0,2025-12-20,True
LEAD-000245,2025-06-18,Social Media,Al Rimal,East,Penthouse,3M-5M,Saudi,27,Site Visit,34.0,4,False,Agent E,0.0,2025-12-19,True
LEAD-000246,2024-04-18,Referral,Al Ahlam,Central,Townhouse,3M-5M,American,54,Qualified,0.5,1,True,Agent E,0.0,2025-12-25,True
LEAD-000247,2025-07-11,Social Media,Al Bayan,South,Townhouse,3M-5M,American,79,Negotiation,9.4,9,True,Agent F,0.0,2025-12-21,False
LEAD-000248,2025-05-13,Website,Al Rimal,East,Apartment,2M-3M,Saudi,36,Contacted,3.4,1,True,Agent F,0.0,2025-12-18,False
LEAD-000249,2025-08-06,Email Campaign,Al Jawharah,East,Townhouse,2M-3M,Egyptian,71,Qualified,8.3,7,True,Agent F,0.0,2025-12-31,True
LEAD-000250,2024-08-26,Website,Sedra,North,Townhouse,5M-10M,UAE,60,Contacted,17.4,3,False,Agent B,0.0,2025-12-31,False
LEAD-000251,2024-07-11,Website,Sedra,North,Penthouse,3M-5M,UAE,44,Negotiation,25.6,9,False,Agent A,0.0,2025-12-24,False
LEAD-000252,2024-04-02,Call Center,Al Jawharah,East,Townhouse,1M-2M,Pakistani,23,Lost,4.3,14,True,Agent E,0.0,2024-05-08,False
LEAD-000253,2024-02-26,Call Center,Alarous,North,Villa,1M-2M,Saudi,23,Negotiation,3.8,8,True,Agent A,0.0,2025-12-19,True
LEAD-000254,2024-11-28,Call Center,Al Nargis,Central,Duplex,2M-3M,Saudi,37,Qualified,0.1,2,True,Agent C,0.0,2025-12-20,False
LEAD-000255,2024-05-01,Social Media,Dar Al Salam,West,Townhouse,3M-5M,British,78,Qualified,1.3,2,True,Agent D,0.0,2025-12-24,True
LEAD-000256,2024-11-09,Exhibition,Al Bayan,South,Apartment,3M-5M,Saudi,73,Site Visit,13.0,5,True,Agent F,0.0,2025-12-19,True
LEAD-000257,2025-02-03,Exhibition,Alarous,North,Townhouse,3M-5M,American,91,Negotiation,6.4,9,False,Agent C,0.0,2025-12-23,True
LEAD-000258,2025-01-20,Social Media,Al Fursan,West,Apartment,3M-5M,Jordanian,29,Qualified,7.2,5,False,Agent A,0.0,2025-12-18,True
LEAD-000259,2024-08-26,Walk-in,Alarous,North,Apartment,1M-2M,Saudi,76,Negotiation,1.8,7,True,Agent E,0.0,2025-12-28,True
LEAD-000260,2024-12-05,Exhibition,Al Nargis,Central,Townhouse,2M-3M,Saudi,53,Site Visit,0.5,7,False,Agent F,0.0,2025-12-23,False
LEAD-000261,2025-11-29,Referral,Al Bayan,South,Duplex,3M-5M,British,74,Contacted,1.2,1,False,Agent C,0.0,2025-12-19,False
LEAD-000262,2025-04-24,Walk-in,Alarous,North,Duplex,1M-2M,Saudi,44,New,0.9,1,False,Agent C,0.0,2025-12-18,True
LEAD-000263,2024-10-30,Social Media,Al Ahlam,Central,Villa,3M-5M,Jordanian,57,Negotiation,11.8,11,False,Agent B,0.0,2025-12-29,True
LEAD-000264,2025-07-26,Walk-in,Alarous,North,Townhouse,3M-5M,UAE,74,Lost,5.3,12,True,Agent E,0.0,2025-09-29,False
LEAD-000265,2025-07-16,Social Media,Warefa,North,Apartment,3M-5M,Indian,38,Qualified,13.5,5,False,Agent B,0.0,2025-12-24,False
LEAD-000266,2024-10-03,Walk-in,Al Bayan,South,Apartment,3M-5M,Indian,50,Site Visit,1.8,6,True,Agent D,0.0,2025-12-26,True
LEAD-000267,2025-12-21,Call Center,Warefa,North,Villa,3M-5M,Jordanian,66,Qualified,6.5,5,True,Agent B,0.0,2025-12-30,True
LEAD-000268,2025-03-13,Referral,Marafy,South,Villa,2M-3M,Indian,69,Qualified,14.1,6,True,Agent E,0.0,2025-12-21,False
LEAD-000269,2024-06-03,Exhibition,Marafy,South,Penthouse,500K-1M,Saudi,73,Negotiation,11.6,6,False,Agent E,0.0,2025-12-18,True
LEAD-000270,2025-01-14,Website,Al Bayan,South,Townhouse,3M-5M,American,59,Proposal Sent,6.5,7,True,Agent C,0.0,2025-12-28,True
LEAD-000271,2025-12-28,Website,Al Nargis,Central,Townhouse,2M-3M,Other,60,New,0.5,1,False,Agent D,0.0,2025-12-31,True
LEAD-000272,2024-01-13,Website,Al Yasmin,Central,Villa,5M-10M,Pakistani,50,Won,14.7,12,True,Agent F,6683584.0,2024-01-29,False
LEAD-000273,2025-02-27,Social Media,Marafy,South,Apartment,1M-2M,Egyptian,48,Qualified,20.7,3,True,Agent B,0.0,2025-12-23,True
LEAD-000274,2024-03-29,Referral,Alarous,North,Duplex,3M-5M,Saudi,95,Lost,0.5,15,True,Agent E,0.0,2024-06-19,False
LEAD-000275,2025-03-03,Walk-in,Al Fursan,West,Townhouse,5M-10M,UAE,64,Proposal Sent,0.3,7,True,Agent A,0.0,2025-12-31,True
LEAD-000276,2025-08-11,Referral,Al Rimal,East,Penthouse,2M-3M,Other,66,Qualified,1.7,5,False,Agent E,0.0,2025-12-18,False
LEAD-000277,2025-10-04,Website,Warefa,North,Duplex,2M-3M,Jordanian,9,Proposal Sent,3.5,12,False,Agent C,0.0,2025-12-20,True
LEAD-000278,2024-12-14,Exhibition,Al Nargis,Central,Apartment,1M-2M,Saudi,52,Contacted,0.5,4,False,Agent B,0.0,2025-12-31,True
LEAD-000279,2025-12-17,Website,Al Nargis,Central,Townhouse,1M-2M,Saudi,66,New,4.1,1,True,Agent B,0.0,2025-12-21,True
LEAD-000280,2024-08-16,Referral,Al Jawharah,East,Apartment,2M-3M,Pakistani,100,Lost,5.7,15,False,Agent B,0.0,2024-09-04,False
LEAD-000281,2024-06-19,Website,Al Yasmin,Central,Villa,2M-3M,Saudi,42,Proposal Sent,1.6,15,True,Agent F,0.0,2025-12-31,False
LEAD-000282,2025-10-10,Call Center,Sedra,North,Apartment,3M-5M,Saudi,41,Proposal Sent,4.9,6,True,Agent C,0.0,2025-12-18,True
LEAD-000283,2024-04-16,Call Center,Alarous,North,Apartment,500K-1M,Pakistani,65,Negotiation,5.3,6,True,Agent B,0.0,2025-12-26,True
LEAD-000284,2024-07-10,Social Media,Marafy,South,Apartment,1M-2M,Saudi,60,Qualified,11.3,5,False,Agent F,0.0,2025-12-20,False
LEAD-000285,2024-04-28,Referral,Al Nargis,Central,Apartment,1M-2M,Saudi,84,Won,55.4,15,True,Agent C,1339015.0,2024-06-01,False
LEAD-000286,2024-07-28,Email Campaign,Sedra,North,Duplex,1M-2M,UAE,28,Lost,7.1,15,True,Agent B,0.0,2025-01-02,False
LEAD-000287,2025-05-24,Website,Al Jawharah,East,Apartment,3M-5M,Jordanian,31,Qualified,25.9,8,False,Agent D,0.0,2025-12-25,True
LEAD-000288,2025-01-02,Social Media,Al Jawharah,East,Apartment,5M-10M,Jordanian,64,Qualified,8.0,5,True,Agent E,0.0,2025-12-22,True
LEAD-000289,2024-10-28,Walk-in,Marafy,South,Villa,2M-3M,Filipino,90,Won,5.4,11,False,Agent F,2517357.0,2024-12-13,False
LEAD-000290,2024-08-29,Referral,Al Nargis,Central,Villa,3M-5M,British,68,Site Visit,1.5,5,False,Agent E,0.0,2025-12-27,True
LEAD-000291,2025-05-28,Exhibition,Al Fursan,West,Apartment,5M-10M,Saudi,75,Proposal Sent,9.9,11,True,Agent D,0.0,2025-12-22,False
LEAD-000292,2025-09-06,Email Campaign,Al Yasmin,Central,Villa,500K-1M,Saudi,50,Contacted,54.6,2,True,Agent A,0.0,2025-12-22,True
LEAD-000293,2025-02-08,Exhibition,Al Ahlam,Central,Townhouse,1M-2M,UAE,48,Contacted,1.1,5,True,Agent F,0.0,2025-12-19,False
LEAD-000294,2024-12-31,Website,Marafy,South,Penthouse,3M-5M,UAE,12,Lost,1.5,14,False,Agent A,0.0,2025-06-06,False
LEAD-000295,2024-08-04,Walk-in,Al Yasmin,Central,Townhouse,1M-2M,Indian,34,Lost,3.7,17,True,Agent D,0.0,2024-12-07,False
LEAD-000296,2025-02-02,Walk-in,Dar Al Salam,West,Villa,3M-5M,Indian,79,Lost,0.1,12,True,Agent E,0.0,2025-07-03,False
LEAD-000297,2024-11-22,Social Media,Sedra,North,Townhouse,3M-5M,Egyptian,14,Contacted,4.1,3,True,Agent D,0.0,2025-12-18,True
LEAD-000298,2024-10-10,Referral,Warefa,North,Apartment,1M-2M,Egyptian,72,Lost,29.8,14,True,Agent A,0.0,2024-11-15,False
LEAD-000299,2025-04-02,Social Media,Warefa,North,Apartment,2M-3M,Pakistani,44,Won,9.3,13,False,Agent F,2205711.0,2025-07-10,False
LEAD-000300,2024-01-06,Social Media,Warefa,North,Villa,2M-3M,Saudi,47,Lost,9.8,15,False,Agent C,0.0,2024-06-05,False
LEAD-000301,2024-04-05,Email Campaign,Al Nargis,Central,Villa,1M-2M,American,45,Contacted,5.8,5,True,Agent E,0.0,2025-12-21,False
LEAD-000302,2025-01-27,Walk-in,Al Bayan,South,Townhouse,2M-3M,Saudi,61,Site Visit,5.0,8,False,Agent B,0.0,2025-12-19,True
LEAD-000303,2025-05-09,Exhibition,Al Rimal,East,Villa,1M-2M,Saudi,37,Contacted,0.5,3,False,Agent E,0.0,2025-12-25,True
LEAD-000304,2025-03-23,Social Media,Warefa,North,Duplex,2M-3M,Saudi,51,Qualified,0.5,3,True,Agent F,0.0,2025-12-23,False
LEAD-000305,2025-03-06,Website,Al Rimal,East,Apartment,1M-2M,Other,15,Negotiation,3.8,9,False,Agent F,0.0,2025-12-24,True
LEAD-000306,2024-05-20,Call Center,Sedra,North,Villa,1M-2M,Saudi,21,Contacted,0.8,4,False,Agent D,0.0,2025-12-20,False
LEAD-000307,2024-07-13,Referral,Al Nargis,Central,Villa,2M-3M,British,52,Contacted,3.7,3,True,Agent F,0.0,2025-12-30,True
LEAD-000308,2024-01-30,Social Media,Al Bayan,South,Penthouse,1M-2M,Other,24,Qualified,1.6,2,True,Agent F,0.0,2025-12-26,False
LEAD-000309,2024-11-30,Call Center,Al Jawharah,East,Townhouse,500K-1M,Saudi,59,Contacted,0.1,7,False,Agent E,0.0,2025-12-22,True
LEAD-000310,2025-08-29,Email Campaign,Alarous,North,Villa,1M-2M,Pakistani,95,Lost,17.5,15,True,Agent B,0.0,2025-09-06,False
LEAD-000311,2024-07-12,Social Media,Sedra,North,Townhouse,2M-3M,Saudi,16,Contacted,1.3,1,True,Agent B,0.0,2025-12-20,True
LEAD-000312,2024-08-12,Referral,Sedra,North,Apartment,3M-5M,Pakistani,70,Contacted,4.1,7,True,Agent C,0.0,2025-12-19,True
LEAD-000313,2024-07-13,Walk-in,Sedra,North,Duplex,3M-5M,Saudi,78,Negotiation,2.2,8,False,Agent E,0.0,2025-12-26,True
LEAD-000314,2025-06-17,Website,Warefa,North,Villa,3M-5M,Saudi,65,Site Visit,7.5,6,True,Agent A,0.0,2025-12-30,False
LEAD-000315,2024-02-08,Walk-in,Sedra,North,Apartment,3M-5M,Egyptian,88,Proposal Sent,3.3,12,True,Agent D,0.0,2025-12-19,True
LEAD-000316,2025-09-13,Website,Warefa,North,Villa,3M-5M,American,52,Lost,15.6,14,False,Agent E,0.0,2025-12-28,False
LEAD-000317,2025-03-15,Exhibition,Sedra,North,Penthouse,2M-3M,Jordanian,76,Qualified,31.0,3,True,Agent C,0.0,2025-12-18,True
LEAD-000318,2025-12-18,Exhibition,Sedra,North,Apartment,2M-3M,Saudi,44,Contacted,15.7,3,False,Agent C,0.0,2025-12-31,True
LEAD-000319,2024-12-20,Social Media,Alarous,North,Villa,500K-1M,British,52,Won,5.8,14,False,Agent E,724963.0,2025-03-25,False
LEAD-000320,2024-03-12,Website,Al Nargis,Central,Villa,500K-1M,British,48,New,0.8,1,False,Agent C,0.0,2025-12-31,True
LEAD-000321,2025-03-12,Social Media,Sedra,North,Townhouse,5M-10M,Jordanian,40,Negotiation,13.2,11,True,Agent D,0.0,2025-12-19,True
LEAD-000322,2025-11-09,Call Center,Al Ahlam,Central,Duplex,500K-1M,Pakistani,72,Site Visit,1.4,8,False,Agent C,0.0,2025-12-29,True
LEAD-000323,2024-07-18,Email Campaign,Alarous,North,Townhouse,2M-3M,Egyptian,53,Site Visit,3.2,5,True,Agent C,0.0,2025-12-21,True
LEAD-000324,2025-03-02,Social Media,Al Ahlam,Central,Villa,1M-2M,Jordanian,81,Proposal Sent,12.3,12,True,Agent A,0.0,2025-12-20,False
LEAD-000325,2025-10-13,Social Media,Al Yasmin,Central,Townhouse,3M-5M,Filipino,62,Proposal Sent,4.4,11,True,Agent A,0.0,2025-12-25,False
LEAD-000326,2025-05-12,Referral,Al Jawharah,East,Townhouse,500K-1M,Saudi,39,Negotiation,73.2,9,True,Agent F,0.0,2025-12-28,True
LEAD-000327,2024-03-19,Referral,Al Jawharah,East,Townhouse,1M-2M,Indian,100,Qualified,20.2,3,False,Agent F,0.0,2025-12-31,False
LEAD-000328,2024-06-17,Website,Al Jawharah,East,Apartment,2M-3M,UAE,33,Qualified,2.1,4,False,Agent C,0.0,2025-12-26,True
LEAD-000329,2025-05-27,Website,Warefa,North,Penthouse,2M-3M,Saudi,53,New,10.0,3,False,Agent B,0.0,2025-12-20,True
LEAD-000330,2025-06-11,Referral,Dar Al Salam,West,Townhouse,2M-3M,Saudi,89,Qualified,7.8,5,True,Agent F,0.0,2025-12-28,False
LEAD-000331,2025-11-23,Website,Sedra,North,Townhouse,10M+,Saudi,90,Won,7.6,9,True,Agent F,16961718.0,2025-12-24,False
LEAD-000332,2024-02-02,Website,Al Fursan,West,Duplex,500K-1M,Other,36,Qualified,12.4,4,True,Agent F,0.0,2025-12-30,True
LEAD-000333,2025-11-13,Referral,Al Ahlam,Central,Villa,2M-3M,Saudi,73,Negotiation,5.2,9,False,Agent F,0.0,2025-12-30,False
LEAD-000334,2024-05-13,Referral,Al Bayan,South,Apartment,2M-3M,Other,100,Negotiation,11.8,10,True,Agent E,0.0,2025-12-26,True
LEAD-000335,2025-12-27,Exhibition,Al Yasmin,Central,Townhouse,1M-2M,Indian,57,New,2.4,1,True,Agent C,0.0,2025-12-30,True
LEAD-000336,2024-10-20,Referral,Alarous,North,Penthouse,1M-2M,Saudi,60,New,9.7,1,True,Agent C,0.0,2025-12-23,True
LEAD-000337,2024-11-28,Website,Al Bayan,South,Villa,500K-1M,Saudi,92,Contacted,35.0,4,False,Agent A,0.0,2025-12-23,False
LEAD-000338,2024-12-10,Website,Al Rimal,East,Apartment,3M-5M,Saudi,53,Negotiation,0.6,8,False,Agent C,0.0,2025-12-18,True
LEAD-000339,2024-11-10,Website,Al Jawharah,East,Villa,1M-2M,Pakistani,85,Won,0.5,10,False,Agent C,1710511.0,2024-11-22,False
LEAD-000340,2025-03-07,Website,Al Yasmin,Central,Villa,1M-2M,Pakistani,60,Site Visit,30.7,10,True,Agent B,0.0,2025-12-23,True
LEAD-000341,2024-05-26,Email Campaign,Al Yasmin,Central,Apartment,10M+,Pakistani,100,Won,11.4,12,True,Agent C,14253867.0,2024-09-01,False
LEAD-000342,2025-11-29,Social Media,Al Fursan,West,Penthouse,5M-10M,Saudi,44,Qualified,9.5,5,True,Agent D,0.0,2025-12-26,True
LEAD-000343,2025-06-23,Walk-in,Al Fursan,West,Duplex,500K-1M,Pakistani,30,Contacted,1.1,6,True,Agent C,0.0,2025-12-25,True
LEAD-000344,2024-12-17,Social Media,Dar Al Salam,West,Townhouse,1M-2M,Indian,37,Contacted,0.9,1,False,Agent C,0.0,2025-12-22,True
LEAD-000345,2025-03-07,Referral,Al Ahlam,Central,Townhouse,3M-5M,UAE,66,Contacted,7.0,1,True,Agent F,0.0,2025-12-27,True
LEAD-000346,2024-01-28,Referral,Al Jawharah,East,Townhouse,2M-3M,Filipino,58,Site Visit,1.3,6,True,Agent E,0.0,2025-12-29,True
LEAD-000347,2025-06-14,Walk-in,Sedra,North,Townhouse,500K-1M,Saudi,38,Qualified,0.3,6,True,Agent B,0.0,2025-12-19,False
LEAD-000348,2025-12-23,Walk-in,Al Ahlam,Central,Duplex,2M-3M,Saudi,48,New,0.7,1,True,Agent F,0.0,2025-12-27,True
LEAD-000349,2024-02-17,Website,Al Rimal,East,Apartment,3M-5M,Jordanian,18,Lost,4.4,17,True,Agent A,0.0,2024-03-10,False
LEAD-000350,2024-05-22,Website,Al Nargis,Central,Apartment,3M-5M,British,51,New,16.0,1,True,Agent A,0.0,2025-12-24,True
LEAD-000351,2024-07-09,Website,Al Jawharah,East,Villa,500K-1M,Filipino,13,Lost,0.5,12,True,Agent F,0.0,2024-09-09,False
LEAD-000352,2025-07-25,Website,Marafy,South,Penthouse,500K-1M,UAE,67,Qualified,2.0,4,True,Agent A,0.0,2025-12-19,True
LEAD-000353,2024-01-13,Social Media,Al Fursan,West,Villa,2M-3M,Saudi,87,Won,3.2,11,True,Agent C,2517555.0,2024-03-21,False
LEAD-000354,2024-05-23,Call Center,Al Jawharah,East,Townhouse,3M-5M,American,43,Lost,0.9,15,True,Agent A,0.0,2024-10-20,False
LEAD-000355,2024-04-20,Social Media,Alarous,North,Villa,1M-2M,British,42,Lost,23.4,16,False,Agent A,0.0,2024-05-02,False
LEAD-000356,2024-08-02,Call Center,Al Jawharah,East,Villa,3M-5M,Saudi,33,New,0.4,1,True,Agent C,0.0,2025-12-22,True
LEAD-000357,2025-07-19,Walk-in,Dar Al Salam,West,Penthouse,5M-10M,Saudi,95,Won,0.6,14,False,Agent F,7066078.0,2025-08-01,False
